,System,Score
rank 1,refA,0.7280296565165585
rank 2,chrf_bestmbr,0.3538398955036772
rank 3,refB,0.35222411620784716
rank 4,bleu_bestmbr,0.3511666852495428
rank 5,Online-B,0.34679224381144574
rank 6,Lan-Bridge,0.3451075635155888
rank 7,Online-W,0.3448359398080815
rank 8,Online-A,0.34447463219771424
rank 9,JDExploreAcademy,0.34370504990605716
rank 10,comet_bestmbr,0.3395358006285469
rank 11,bleurt_bestmbr,0.33842734495250276
rank 12,OpenNMT,0.3375136099037595
rank 13,Online-G,0.33504246548083183
rank 14,Online-Y,0.3263463596857901
rank 15,PROMT,0.3259282262163991
rank 16,QUARTZ_TuneReranking,0.30187157100819845
rank 17,M2M100_1.2B-B4,0.2632340935656056
